"nuc_id","n_area","soma_id","s_area","locX","locY","nuc_soma_ratio"
95,1370,108,1826,2492.16484118291,5292.8165388828,0.750273822562979
96,1693,109,2997,2036.13380046713,5294.64831498165,0.564898231564898
97,1412,110,2163,1573.1049468331,5297.08784096163,0.652797041146556
98,2553,111,4435,2695.55941375423,5305.00338218715,0.57564825253664
99,1276,112,1612,1193.79838709677,5314.55272952854,0.791563275434243
100,2405,113,3859,2016.21845037575,5367.32184503757,0.623218450375745
101,2067,115,2631,1672.39338654504,5449.22805017104,0.785632839224629
102,1871,116,2247,1289.37205162439,5470.09790832221,0.83266577659101
103,2124,117,3380,2353.65917159763,5506.06331360947,0.628402366863905
104,1608,119,2186,1706.35727355901,5527.89112534309,0.735590118938701
105,1026,118,1821,1303.89895661724,5524.11532125206,0.563426688632619
106,1525,120,2433,2873.84669132758,5530.93218249075,0.626798191533087
107,1627,121,2152,2615.40334572491,5554.68169144981,0.756040892193309
108,2330,122,3409,2276.72103256087,5580.66529774127,0.683484892930478
109,1664,123,2611,2719.2290310226,5614.76292608196,0.637303715051704
110,1993,124,3256,2648.10288697789,5666.46744471744,0.612100737100737
111,1710,125,3129,2485.67337807606,5681.37392138063,0.546500479386385
112,1722,126,2664,1549.80930930931,5736.22484984985,0.646396396396396
113,2602,127,3815,1468.7373525557,5758.58584534731,0.682044560943644
114,1353,128,2242,2034.97368421053,5857.27787689563,0.603479036574487
115,1611,129,2807,1563.39401496259,5950.58033487709,0.573922337014606
116,1501,130,2131,1655.95635851713,5954.3336461755,0.704364148287189
117,1488,131,2395,1832.0121085595,5985.00584551148,0.621294363256785
118,1509,132,1990,1363.01005025126,6094.59849246231,0.758291457286432
119,1592,133,2559,2077.23368503322,6141.28331379445,0.622118014849551
120,1429,134,2385,1925.30230607966,6154.72410901468,0.59916142557652
