Item,Source,Area,EqDiameter,MinFeret,MaxFeret,MaxFeret90,Perimeter,Red,Green,Blue,MeanIntensity,SumIntensity,MinIntensity,MaxIntensity,MeanBrightness,SumBrightness,MeanDensity,SumDensity,Channel,CenterX,CenterY,ShapeFactor,Roughness,ND.T,ND.Z,ND.M,Comment
495,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,89.94,10.7,10.13,11.76,10.63,34.3,38188.46,18937.51,0,38188.46,298671932,29248,45457,58.27,455744.16,0.24,1842.54,Green,298.39,130.15,0.975,1.003,N/A,N/A,N/A,
496,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,58.18,8.61,7.85,9.53,8.38,27.51,38238.75,22447.56,0,22447.56,113562195,12301,52112,34.25,173284.8,0.48,2411.26,Blue,298.15,130.51,0.98,1.007,N/A,N/A,N/A,
497,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,93,10.88,9.67,12.9,10.34,35.52,47499.02,20689.52,0,47499.02,386309516,28992,65535,72.48,589475.44,0.15,1201.93,Green,292.95,108.69,0.944,1.003,N/A,N/A,N/A,
498,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.24,9.66,8.37,11.55,8.45,31.4,47467.63,22104.52,0,22104.52,141601540,10600,52090,33.73,216070.1,0.48,3095.78,Blue,293.08,108.93,0.948,1.007,N/A,N/A,N/A,
499,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,92.97,10.88,10.01,12.53,10.44,35.66,38770.23,16178.06,0,38770.23,313224672,30619,50884,59.16,477950.21,0.23,1858.16,Green,276.66,99.83,0.934,1.011,N/A,N/A,N/A,
500,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,75.45,9.8,8.72,11.41,9.3,32.14,37930.67,17509.25,0,17509.25,114755601,8122,53994,26.72,175105.82,0.59,3871.81,Blue,276.89,100.05,0.933,1.008,N/A,N/A,N/A,
501,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,91.65,10.8,9.71,12.95,9.83,35.01,44606.72,16740.76,0,44606.72,353597440,33979,55117,68.07,539555.11,0.17,1334.53,Green,329.83,92.35,0.952,1.003,N/A,N/A,N/A,
502,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,72.32,9.6,8.45,10.99,8.85,30.94,44579.33,18598.61,0,18598.61,117375836,9094,41510,28.38,179104.05,0.56,3525.13,Blue,330.18,92.2,0.964,1.001,N/A,N/A,N/A,
503,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,89.66,10.68,9.42,12.56,9.57,34.63,42099.54,16283.12,0,42099.54,328292226,25019,58084,64.24,500941.83,0.2,1534.82,Green,319.65,97.45,0.953,1.009,N/A,N/A,N/A,
504,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.59,8.86,7.58,10.63,8,28.91,43072.24,19209.41,0,19209.41,103308211,10442,49966,29.31,157638.23,0.54,2926.56,Blue,319.55,97.31,0.942,1,N/A,N/A,N/A,
505,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,122.65,12.5,12,13.55,12.14,39.92,42779.61,11965.35,0,42779.61,453335552,27359,55674,65.28,691745.71,0.19,1994.52,Green,314.4,59.89,0.979,1.003,N/A,N/A,N/A,
506,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.47,10.49,10.09,11.48,10.22,33.7,43110.9,13828.37,0,13828.37,103643622,6477,37764,21.1,158150.03,0.69,5139.88,Blue,314.72,59.93,0.971,1.01,N/A,N/A,N/A,
507,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,125.87,12.66,11.91,14.34,11.95,40.79,39943.66,10873.97,0,39943.66,435505738,31485,56822,60.95,664539.16,0.22,2377.03,Green,302.04,36.5,0.965,1,N/A,N/A,N/A,
508,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,84.79,10.39,10.05,11.31,10.39,33.2,38169.73,12815.96,0,12815.96,94568959,6693,24895,19.56,144302.98,0.72,5297.01,Blue,302.47,36.59,0.981,1.007,N/A,N/A,N/A,
509,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,130.37,12.88,11.73,14.82,12.24,41.72,37670.17,12673.59,0,37670.17,423940048,21673,59514,57.48,646891.05,0.25,2808.06,Green,253.53,93.88,0.956,1.012,N/A,N/A,N/A,
510,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,72.73,9.62,8.83,11.09,9.23,30.96,39534.92,16373.7,0,16373.7,103661915,7289,46079,24.98,158177.94,0.63,3981.68,Blue,254.02,94.43,0.968,1,N/A,N/A,N/A,
511,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,98.76,11.21,10.26,12.63,10.41,36.02,37668.53,11556.23,0,37668.53,322291932,23084,49260,57.48,491785.96,0.24,2082.6,Green,253.2,47.62,0.97,1.011,N/A,N/A,N/A,
512,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,70.64,9.48,8.35,11.15,9,30.73,37860.77,13291,0,13291,81274461,6660,33981,20.28,124016.88,0.71,4330.21,Blue,252.82,47.52,0.953,1.006,N/A,N/A,N/A,
513,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.88,10.21,8.99,11.63,9.36,33.05,27326.28,12083,0,27326.28,193879960,17080,36942,41.7,295841.86,0.38,2719.49,Green,234.59,49.28,0.958,1.002,N/A,N/A,N/A,
514,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,54.2,8.31,7.2,10.2,7.28,27.14,28090.29,14079.14,0,14079.14,66453549,7783,27819,21.48,101401.62,0.67,3185.7,Blue,234.94,49,0.939,1.006,N/A,N/A,N/A,
515,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.93,10.58,9.54,12.53,9.69,34.63,28646.29,11641.11,0,28646.29,218857663,18407,37790,43.71,333955.39,0.36,2773.46,Green,223.6,67.47,0.937,1.016,N/A,N/A,N/A,
516,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,63.49,8.99,8.03,11.03,8.26,29.34,29694.66,13419.23,0,13419.23,74342541,6755,29928,20.48,113439.45,0.7,3867.77,Blue,223.09,67.19,0.943,1.009,N/A,N/A,N/A,
517,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.24,10.17,9.05,12.39,9.71,33.26,30168.61,12046.98,0,30168.61,211300914,19290,36024,46.03,322424.53,0.34,2371.5,Green,216.47,57.97,0.935,1,N/A,N/A,N/A,
518,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,55.39,8.4,7.85,9.56,8,27.25,30505.54,14049.56,0,14049.56,68084148,6845,36363,21.44,103889.75,0.69,3323.08,Blue,216.35,58.05,0.953,1.009,N/A,N/A,N/A,
519,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,93.84,10.93,10.72,12.55,11.09,35.51,27371.63,10654.59,0,27371.63,224118876,16580,34985,41.77,341983.48,0.38,3138.71,Green,199.72,62.71,0.948,1.007,N/A,N/A,N/A,
520,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.73,8.87,7.69,10.46,7.99,28.74,28071.34,12891.77,0,12891.77,69744482,6098,23993,19.67,106423.26,0.72,3885.73,Blue,199.58,62.61,0.954,1.007,N/A,N/A,N/A,
521,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,136.81,13.2,11.34,15.78,11.92,43.43,36500.95,8933.1,0,36500.95,430857186,21551,47269,55.7,657445.92,0.26,3042.41,Green,194.24,42.42,0.92,1.002,N/A,N/A,N/A,
522,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,79.73,10.08,8.67,11.91,9.1,32.73,36344.12,11350.05,0,11350.05,78621820,5758,21294,17.32,119969.21,0.77,5340.79,Blue,192.98,42.31,0.947,1.002,N/A,N/A,N/A,
523,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,85.6,10.44,9.06,12.87,9.99,34.46,29919.51,9295.1,0,29919.51,223079862,18142,41923,45.65,340398.05,0.34,2565.23,Green,196.7,29.87,0.92,1.01,N/A,N/A,N/A,
524,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,62.73,8.94,8.41,10.07,8.59,28.86,30225.34,10879.8,0,10879.8,59523393,5506,20924,16.6,90826.88,0.79,4327.3,Blue,197.22,30.71,0.962,1.011,N/A,N/A,N/A,
525,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.87,10.02,7.66,12.86,7.96,33.43,32242.98,13221.46,0,32242.98,220993391,24139,44135,49.2,337214.3,0.31,2134.37,Green,185.59,39.99,0.903,1.002,N/A,N/A,N/A,
526,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.61,9.07,6.71,12.08,7.07,30.62,32720.74,14105.38,0,14105.38,79638988,6957,29972,21.52,121521.31,0.68,3830.62,Blue,185.88,39.91,0.882,1,N/A,N/A,N/A,
527,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.48,9.67,8.83,11.31,9.17,31.38,30608.61,14535.78,0,30608.61,195558406,20308,39863,46.71,298403,0.33,2128.57,Green,222.28,115.79,0.951,1.001,N/A,N/A,N/A,
528,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,55.15,8.38,7.68,9.82,7.74,27.02,30614.08,16193.41,0,16193.41,77890326,6818,38954,24.71,118853.02,0.62,2976.25,Blue,222.43,115.96,0.97,1.014,N/A,N/A,N/A,
529,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,89.61,10.68,10.29,12.24,10.45,34.57,30694.42,13014.49,0,30694.42,238802614,25392,37199,46.84,364389.43,0.33,2568.75,Green,218.21,105.82,0.957,1,N/A,N/A,N/A,
530,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.96,9.23,9,10.32,9.38,29.62,30887.75,14624.59,0,14624.59,84676382,7304,38199,22.32,129207.88,0.66,3840.06,Blue,218.04,106.05,0.97,1.002,N/A,N/A,N/A,
531,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,91.33,10.78,9.61,12.93,9.85,35.14,31449.62,14090.48,0,31449.62,250244653,22045,42281,47.99,381848.86,0.32,2556.35,Green,223.86,87.21,0.944,1.009,N/A,N/A,N/A,
532,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,60.57,8.78,7.38,11.27,7.43,29.18,31520.99,16377.39,0,16377.39,87520761,7886,28001,24.99,133548.12,0.62,3292.76,Blue,223.53,87.19,0.909,1.011,N/A,N/A,N/A,
533,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.07,9.65,8.23,11.22,8.43,31.17,32353.03,12941.02,0,32353.03,206703501,23264,39758,49.37,315409.32,0.31,1968.24,Green,135.83,78.84,0.959,1,N/A,N/A,N/A,
534,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,51.4,8.09,7.26,9.73,7.27,26.28,32814.3,14707.52,0,14707.52,65874968,8640,25343,22.44,100518.76,0.66,2940.18,Blue,135.48,78.84,0.953,1.004,N/A,N/A,N/A,
535,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.69,10.51,8.76,13.85,9.21,35.05,32402.35,13301.41,0,32402.35,243730481,21536,43843,49.44,371908.87,0.31,2332.54,Green,122.57,114.94,0.897,1.014,N/A,N/A,N/A,
536,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.57,8.85,7.18,11.6,7.19,29.35,32010.43,14920.97,0,14920.97,80737366,7976,27856,22.77,123197.32,0.65,3529.36,Blue,122.6,114.83,0.912,1.009,N/A,N/A,N/A,
537,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,55.27,8.39,6.97,10.73,7.18,28.35,36397.91,17682.89,0,36397.91,176238673,20317,44558,55.54,268922.98,0.26,1263.97,Green,184.35,176.74,0.878,1.014,N/A,N/A,N/A,
538,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,32.44,6.43,5.66,7.76,5.71,20.98,38570.11,22807.97,0,22807.97,64227245,9455,46467,34.8,98004.49,0.47,1333.82,Blue,184.63,176.54,0.95,1.008,N/A,N/A,N/A,
539,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,75.12,9.78,9.16,10.8,10.15,31.64,27761,14983.32,0,27761,181584709,19857,36089,42.36,277080.51,0.38,2457.4,Green,230.25,162.71,0.96,1.005,N/A,N/A,N/A,
540,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,59.23,8.68,8.28,10.01,8.45,28.14,27964.65,16549.65,0,16549.65,85329977,8447,32051,25.25,130205.2,0.61,3130.57,Blue,230.08,162.65,0.959,1.016,N/A,N/A,N/A,
541,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,104.84,11.55,9.1,15.33,10.09,39.98,27744.27,13446.34,0,27744.27,252139903,19709,39201,42.34,384740.83,0.38,3421.03,Green,173.88,121.91,0.836,1.002,N/A,N/A,N/A,
542,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.86,9.89,7.47,13.05,7.74,33.15,27447.36,15419.2,0,15419.2,103539952,7422,36773,23.53,157991.84,0.64,4292.89,Blue,173.94,121.77,0.89,1,N/A,N/A,N/A,
543,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.91,11.45,10.37,13.59,10.58,37.25,32195.95,14603.09,0,32195.95,286898091,21750,40888,49.13,437778.43,0.31,2775.9,Green,160.31,58.93,0.944,1.017,N/A,N/A,N/A,
544,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.27,9.19,8.57,10.54,8.58,29.53,32943.25,17307.54,0,17307.54,98843339,9438,40075,26.41,150825.27,0.59,3366.06,Blue,159.81,58.82,0.971,1.006,N/A,N/A,N/A,
545,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,133.68,13.05,11.29,17.41,11.58,43.42,30162.02,16796.71,0,30162.02,349728609,20465,48774,46.02,533651.65,0.34,3975.96,Green,1047.33,403.88,0.9,1,N/A,N/A,N/A,
546,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,111.5,11.91,10.88,13.92,11.12,38.27,29734.83,17875.27,0,17875.27,173068380,9541,46999,27.28,264085.42,0.58,5584.44,Blue,1047.27,403.96,0.968,1.002,N/A,N/A,N/A,
547,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,144.46,13.56,10.21,19.51,10.26,47.24,25884.65,10717.76,0,25884.65,324981748,13400,43261,39.5,495890.36,0.42,5217.77,Green,1019.72,415.18,0.825,1.007,N/A,N/A,N/A,
548,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,100.78,11.33,9.66,13.47,10.48,36.78,25769.38,12566.93,0,12566.93,109922936,5253,33881,19.18,167731.65,0.74,6472.88,Blue,1019.61,415.11,0.95,1.01,N/A,N/A,N/A,
549,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,135.9,13.15,10.4,18.1,10.96,45.25,26194.8,13032.18,0,26194.8,306348166,16971,36452,39.97,467457.34,0.4,4698.03,Green,926.78,408.87,0.846,1.002,N/A,N/A,N/A,
550,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,90.97,10.76,8.99,13.17,9.44,35.07,26375.9,14760.07,0,14760.07,116501200,9561,38727,22.52,177769.44,0.66,5191.03,Blue,926.43,409.07,0.944,1,N/A,N/A,N/A,
551,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,134.04,13.06,11.18,16.32,11.32,42.88,29879.57,14404.91,0,29879.57,346842095,18757,45257,45.59,529247.11,0.35,4027.3,Green,872.52,385.41,0.925,1.007,N/A,N/A,N/A,
552,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,89.74,10.69,9.43,12.61,9.45,34.66,29462.63,17091.89,0,17091.89,132496332,8127,53364,26.08,202176.44,0.6,4648.5,Blue,872.86,385.45,0.953,1.001,N/A,N/A,N/A,
553,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,144.86,13.58,11.47,16.44,12.45,44.78,20289.51,11963.74,0,20289.51,254937707,15168,35904,30.96,389010.01,0.52,6479.38,Green,991.16,361.39,0.918,1.019,N/A,N/A,N/A,
554,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,104.44,11.53,10.53,13.03,10.88,36.98,19387.51,12988.25,0,12988.25,117816377,8165,47475,19.82,179776.27,0.72,6500.23,Blue,990.97,361.48,0.974,1.005,N/A,N/A,N/A,
555,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,140.71,13.38,11.45,17.08,11.54,43.91,22358.49,12420.54,0,22358.49,272751239,15676,34398,34.12,416191.71,0.47,5757.09,Green,983.21,385.84,0.928,1.006,N/A,N/A,N/A,
556,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,97.03,11.11,9.81,12.74,10.53,35.78,21846.25,14541.83,0,14541.83,122471315,6389,47448,22.19,186879.25,0.68,5718.11,Blue,983.12,385.42,0.965,1,N/A,N/A,N/A,
557,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,155.25,14.06,10.57,20.26,10.93,48.56,22556.32,9041.92,0,22556.32,303066668,14117,40093,34.42,462450.09,0.47,6363.2,Green,1025.04,371.58,0.836,1,N/A,N/A,N/A,
558,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,101.87,11.39,9.46,14.1,10.33,37.51,21022.02,10280.25,0,10280.25,90836252,5830,23687,15.69,138607.24,0.82,7258.05,Blue,1025.57,371.07,0.922,1.01,N/A,N/A,N/A,
559,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,125.41,12.64,11.22,14.47,11.28,40.66,20522.95,10468.34,0,20522.95,222017277,14341,27815,31.32,338776.65,0.51,5478.16,Green,1016.69,331.16,0.966,1.001,N/A,N/A,N/A,
560,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,107.91,11.72,10.37,13.61,10.45,37.82,20858.26,11043.63,0,11043.63,103224790,5812,42141,16.85,157510.93,0.8,7437.51,Blue,1016.71,330.98,0.961,1.006,N/A,N/A,N/A,
561,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,142.31,13.46,12.56,16.68,12.94,44.79,16147.62,10953.07,0,16147.62,199132426,11732,23621,24.64,303856.6,0.61,7560.88,Green,999.5,301.58,0.908,1.006,N/A,N/A,N/A,
562,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,95.24,11.01,10.41,12.22,10.71,35.25,15683.39,12930.03,0,12930.03,106853762,6770,62263,19.73,163048.39,0.74,6125,Blue,999.19,301.28,0.977,1.006,N/A,N/A,N/A,
563,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,159.89,14.27,11.63,17.71,13.74,47.43,15804.85,9832.07,0,15804.85,218344006,11700,24335,24.12,333171.6,0.62,8586.86,Green,965.68,281.3,0.907,1.004,N/A,N/A,N/A,
564,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,116.99,12.2,10.22,14.99,10.53,39.82,15647.38,10940.31,0,10940.31,110989411,6071,48528,16.69,169358.99,0.8,8155.17,Blue,964.85,281.43,0.938,1.003,N/A,N/A,N/A,
565,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,179.51,15.12,14.09,18.11,15.01,50.14,15476.95,7887.08,0,15476.95,240573648,8771,28143,23.62,367091.86,0.64,9929.92,Green,1015.59,258.7,0.915,1.01,N/A,N/A,N/A,
566,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,123.48,12.54,11.55,14.38,12.04,40.29,14974.9,8996.47,0,8996.47,96091269,4526,21255,13.73,146625.88,0.88,9427.83,Blue,1015.53,258.99,0.966,1.01,N/A,N/A,N/A,
567,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,173.73,14.87,11.56,22.05,12.67,52.43,13910.45,8298.08,0,13910.45,209129679,8406,24501,21.23,319111.44,0.68,10250.56,Green,984.58,249.53,0.803,1.007,N/A,N/A,N/A,
568,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.97,11.45,10.82,12.59,11.01,36.83,13480.83,10139.19,0,10139.19,90421306,6308,28252,15.47,137974.07,0.82,7307.58,Blue,983.4,250.43,0.97,1.006,N/A,N/A,N/A,
569,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,169.87,14.71,11.7,21.08,11.7,51.12,14910.39,8224.08,0,14910.39,219302075,10344,24055,22.75,334633.52,0.65,9570.81,Green,960.56,245.56,0.826,1.005,N/A,N/A,N/A,
570,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,111,11.89,10.83,13.82,10.83,38.28,13751.35,9601,0,9601,92563215,5655,26312,14.65,141242.41,0.85,8181.03,Blue,960.19,246.03,0.964,1.01,N/A,N/A,N/A,
571,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,147.82,13.72,11.41,18.53,11.93,46.03,28383.91,16520.73,0,28383.91,361923193,15093,37393,43.31,552259.39,0.37,4698.66,Green,926.91,320.31,0.887,1.001,N/A,N/A,N/A,
572,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,95.52,11.03,9.38,12.92,9.45,35.71,29801.7,20305.71,0,20305.71,168374929,9596,46471,30.98,256923.67,0.52,4340.11,Blue,926.27,320.8,0.954,1.003,N/A,N/A,N/A,
573,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,142.57,13.47,12.58,16.87,13.08,44.8,28552.67,18487.42,0,28552.67,351825949,17043,40754,43.57,536851.99,0.37,4500.04,Green,951.19,347.58,0.904,1.007,N/A,N/A,N/A,
574,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,89.39,10.67,9.43,12.48,9.6,34.43,28914.28,22501.7,0,22501.7,174253169,11150,58413,34.34,265893.29,0.48,3692.94,Blue,950.97,347.99,0.959,1,N/A,N/A,N/A,
575,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,108.87,11.77,8.64,17.77,8.82,41.52,33155.51,19980.24,0,33155.51,313783756,19344,48424,50.59,478803.32,0.3,2841.72,Green,894.99,352.36,0.804,1.014,N/A,N/A,N/A,
576,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.5,10.12,7.92,13.54,7.92,34.05,33834.44,22900.61,0,22900.61,160258478,11081,63340,34.94,244538.76,0.47,3311.36,Blue,894.68,352.71,0.889,1.008,N/A,N/A,N/A,
577,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.97,12.1,9.14,17,9.7,41.79,34236.42,14491.67,0,34236.42,340892064,22447,51815,52.24,520167.95,0.29,2859.98,Green,839.07,399.97,0.839,1.006,N/A,N/A,N/A,
578,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,71.16,9.52,7.47,13.06,7.96,32.17,32063.4,17567.66,0,17567.66,108655991,8435,55654,26.81,165798.41,0.59,3652.55,Blue,839.14,399.75,0.88,1.01,N/A,N/A,N/A,
579,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.02,11.4,8.7,16.09,8.81,39.08,33832.97,13663.11,0,33832.97,299252605,24363,53792,51.63,456630.21,0.29,2580.31,Green,836.66,368.15,0.848,1.002,N/A,N/A,N/A,
580,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,65.18,9.11,6.93,12.22,7.3,30.75,31986.87,15971.31,0,15971.31,90685101,7362,40836,24.37,138376.59,0.63,3591.8,Blue,837.04,368.34,0.882,1.01,N/A,N/A,N/A,
581,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,99.7,11.27,9.3,14.7,9.94,37.57,37328.34,17119.83,0,37328.34,323338054,22068,49495,56.96,493382.24,0.25,2166.19,Green,848.64,321.27,0.9,1.002,N/A,N/A,N/A,
582,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.13,9.65,8.79,11.17,8.92,31.12,37903.8,19365.25,0,19365.25,122485229,9544,44335,29.55,186900.48,0.55,3474.9,Blue,848.6,321.13,0.966,1.006,N/A,N/A,N/A,
583,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,117.98,12.26,9.98,16.11,10.24,40.93,35356.31,17807.48,0,35356.31,359856504,22179,51432,53.95,549105.83,0.27,2774.03,Green,876.28,325.09,0.895,1.008,N/A,N/A,N/A,
584,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,75.45,9.8,8.4,11.9,8.5,31.97,34432.22,21087.78,0,21087.78,138399119,11429,44497,32.18,211183.52,0.5,3310.52,Blue,875.86,325.3,0.944,1.01,N/A,N/A,N/A,
585,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,147.17,13.69,11.66,18.07,11.76,45.43,20102.28,12746.21,0,20102.28,256304022,13341,31950,30.67,391094.87,0.52,6662.43,Green,978.02,313.99,0.907,1.011,N/A,N/A,N/A,
586,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,99.92,11.28,10.7,13.05,11.05,36.42,19133.83,14071.24,0,14071.24,122588624,7410,33462,21.47,187058.25,0.69,5978.1,Blue,977.7,313.75,0.961,1.005,N/A,N/A,N/A,
587,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,88.36,10.61,8.86,13.6,9.02,35.27,23643.28,19075.26,0,23643.28,180090875,16011,30825,36.08,274801.06,0.45,3392.3,Green,934.95,276.27,0.906,1,N/A,N/A,N/A,
588,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.31,9.26,8.12,10.88,8.19,29.82,24605.67,21154.14,0,21154.14,123899827,9417,56908,32.28,189059.02,0.51,3005.64,Blue,935.02,276.4,0.965,1.008,N/A,N/A,N/A,
589,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,140.47,13.37,11.52,16.79,12,44.18,20633.19,10137.96,0,20633.19,250466321,12716,30078,31.48,382187.11,0.51,6141.33,Green,836.81,244.33,0.914,1.014,N/A,N/A,N/A,
590,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.58,10.19,9.8,10.84,9.97,32.56,20012.71,13120.85,0,13120.85,92790616,6786,33354,20.02,141589.4,0.71,5016.7,Blue,836.7,244.29,0.982,1.005,N/A,N/A,N/A,
591,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,112.22,11.95,9.65,16.86,9.94,40.74,22959.45,10941.65,0,22959.45,222890365,12934,31385,35.03,340108.9,0.46,4473.4,Green,815.92,210.49,0.861,1.003,N/A,N/A,N/A,
592,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.06,9.84,8.68,11.73,9.04,31.89,23768.52,12913.91,0,12913.91,85515896,6770,27513,19.71,130488.89,0.71,4730.89,Blue,815.65,210.1,0.954,1,N/A,N/A,N/A,
593,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,122.82,12.51,10.4,16.08,10.77,41.47,24559.72,10900.23,0,24559.72,260504960,13225,31850,37.48,397505.09,0.43,4585.61,Green,814.85,200.76,0.91,1,N/A,N/A,N/A,
