"cre","n_area","s_area","nuc_soma_ratio"
"rbp4",50.9396199624,90.4103781204,0.563426688632619
"rbp4",75.71434741,120.7954145892,0.626798191533087
"rbp4",80.7785201548,106.8441151648,0.756040892193309
"rbp4",115.681593092,169.2525969316,0.683484892930478
"rbp4",82.6155239936,129.6328925164,0.637303715051704
"rbp4",98.9499635332,161.6563378144,0.612100737100737
"rbp4",84.899366604,155.3509462596,0.546500479386385
"rbp4",85.4951516328,132.2642763936,0.646396396396396
"rbp4",129.1860537448,189.409990406,0.682044560943644
"rbp4",67.1747619972,111.3125028808,0.603479036574487
"rbp4",79.9841401164,139.3640479868,0.573922337014606
"rbp4",74.5227773524,105.8014913644,0.704364148287189
"rbp4",73.8773435712,118.908761998,0.621294363256785
"rbp4",74.9199673716,98.801017276,0.758291457286432
"rbp4",79.0408138208,127.0511573916,0.622118014849551
"rbp4",70.9480671796,118.412274474,0.59916142557652
"nr5a1",105.50359885,134.7467140136,0.782977155490052
"nr5a1",55.7059001928,77.1045124772,0.722472633612363
"nr5a1",68.7138733216,94.2829808076,0.728804634017904
"nr5a1",73.6290998092,115.7312418444,0.636207636207636
"nr5a1",49.2019136284,86.0909366616,0.571510957324106
"nr5a1",85.0979616136,128.342024954,0.663056092843327
"nr5a1",73.1326122852,109.22725528,0.669545454545455
"nr5a1",64.7419731296,103.1204587348,0.62782859894078
"nr5a1",53.2234625728,92.6942207308,0.574183181574719
"nr5a1",63.4014568148,88.374779272,0.717415730337079
"nr5a1",58.2379865652,91.5522994256,0.636117136659436
"nr5a1",62.1602380048,86.7363704428,0.716657126502576
"nr5a1",69.3096583504,105.4539500976,0.657250470809793
"nr5a1",59.1316641084,89.2684568152,0.662402669632925
"nr5a1",55.9541439548,87.7789942432,0.637443438914027
"nr5a1",80.5302763928,131.1223550884,0.614161302536918
"nr5a1",70.3522821508,85.9419904044,0.818601964182553
"nr5a1",66.8272207304,113.199155472,0.590350877192982
"nr5a1",70.7991209224,94.5312245696,0.748949579831933
"nr5a1",76.707322458,105.9007888692,0.724331926863572
"nr5a1",70.9480671796,97.9073397328,0.724645030425964
"nr5a1",72.983666028,106.0993838788,0.687880205896116
"nr5a1",77.8492437632,107.98603647,0.720919540229885
"nr5a1",52.7766238012,91.9494894448,0.573974082073434
"nr5a1",56.0534414596,77.7499462584,0.720945083014049
"nr5a1",63.6000518244,93.09141075,0.6832
"nr5a1",58.33728407,86.2398829188,0.676453655728267
"nr5a1",59.9756928992,88.5733742816,0.677130044843049
"nr5a1",61.9616429952,87.878291748,0.705084745762712
"nr5a1",54.4646813828,75.962591172,0.716993464052288
"nr5a1",73.1326122852,109.3265527848,0.668937329700273
"nr5a1",60.9686679472,86.4384779284,0.705341757610569
"nr5a1",63.4014568148,93.09141075,0.681066666666667
"nr5a1",67.6712495212,96.4178771608,0.701853759011329
"nr5a1",48.3578848376,68.26703455,0.708363636363636
"nr5a1",65.78459693,96.566823418,0.681233933161954
"nr5a1",80.67922265,124.4197735144,0.648443735035914
"nr5a1",68.5649270644,108.6314702512,0.631170018281536
"nr5a1",57.592552784,77.1541612296,0.746460746460746
"nr5a1",59.4295566228,93.7368445312,0.634004237288136
"nr5a1",51.7836487532,81.8211439552,0.632888349514563
"nr5a1",69.4586046076,94.3822783124,0.735928458705944
"scnn1a_tg3",88.0768867576,122.0862821516,0.721431476209841
"scnn1a_tg3",69.2103608456,92.9424644928,0.74465811965812
"scnn1a_tg3",75.962591172,94.9284145888,0.800209205020921
"scnn1a_tg3",89.7649443392,116.426324378,0.771002132196162
"scnn1a_tg3",80.0337888688,113.0005604624,0.708260105448155
"scnn1a_tg3",83.658147794,115.7808905968,0.722555746140652
"scnn1a_tg3",76.0618886768,107.6384952032,0.706642066420664
"scnn1a_tg3",80.1330863736,103.9644875256,0.770773638968481
"scnn1a_tg3",77.1541612296,98.9499635332,0.779729051680883
"scnn1a_tg3",74.0262898284,93.7368445312,0.789724576271186
"scnn1a_tg3",86.3391804236,109.1776065276,0.79081400636653
"scnn1a_tg3",85.4951516328,109.5251477944,0.780598368087035
"scnn1a_tg3",83.4595527844,117.2703531688,0.711685012701101
"scnn1a_tg3",71.99069098,101.035211134,0.712530712530713
"scnn1a_tg3",79.3387063352,106.1986813836,0.747078073866293
"scnn1a_tg3",76.1611861816,101.531698658,0.750122249388753
"scnn1a_tg3",80.3813301356,108.3335777368,0.741979835013749
"scnn1a_tg3",99.9925873336,143.8324357028,0.695201933034173
"scnn1a_tg3",76.459078696,95.325604608,0.802083333333333
"scnn1a_tg3",85.0483128612,114.440374282,0.743167028199566
"scnn1a_tg3",91.6515969304,118.5612207312,0.773031825795645
"scnn1a_tg3",74.721372362,110.6174203472,0.675493716337522
"scnn1a_tg3",82.1190364696,107.1420076792,0.766450417052827
"scnn1a_tg3",75.217859886,83.0623627652,0.905558876270173
"scnn1a_tg3",65.6356506728,86.6867216904,0.757159221076747
"scnn1a_tg3",81.0764126692,102.9218637252,0.787747226242161
"scnn1a_tg3",80.3813301356,100.0918848384,0.803075396825397
"scnn1a_tg3",69.50825336,94.7794683316,0.733368255631221
"scnn1a_tg3",85.5944491376,124.4694222668,0.687674511368169
"scnn1a_tg3",81.423953936,110.7663666044,0.735096369341103
"scnn1a_tg3",71.0970134368,97.8576909804,0.726534753932014
"scnn1a_tg3",67.522303264,91.3040556636,0.739532354540511
"scnn1a_tg3",62.7560230336,108.3832264892,0.579019697663765
"scnn1a_tg3",65.3874069108,83.409904032,0.783928571428571
"scnn1a_tg3",87.5803992336,112.206180424,0.780530973451327
"scnn1a_tg3",75.9129424196,94.2829808076,0.805160610847815
"scnn1a_tg3",74.2745335904,103.1701074872,0.719923002887392
"scnn1a_tg3",75.2675086384,100.1415335908,0.751611303916708
"scnn1a_tg3",68.7138733216,107.4399001936,0.639556377079482
"scnn1a_tg3",76.707322458,101.4820499056,0.75587084148728
"scnn1a_tg3",78.19678503,106.4469251456,0.734608208955224
"scnn1a_tg3",69.1607120932,80.5799251452,0.858287122612446
"scnn1a_tg3",73.3312072948,113.199155472,0.64780701754386
"scnn1a_tg3",72.8843685232,92.5452744736,0.78755364806867
"scnn1a_tg3",88.0272380052,102.028186182,0.862773722627737
"scnn1a_tg3",75.1185623812,106.496573898,0.705361305361305
"scnn1a_tg3",73.5298023044,104.8085163164,0.701563240170535
"scnn1a_tg3",88.7223205388,116.8731631496,0.759133389974512
"scnn1a_tg3",67.6216007688,93.3893032644,0.72408293460925
"scnn1a_tg3",62.805671786,79.8351938592,0.786691542288557
"scnn1a_tg3",80.2323838784,119.901737046,0.669151138716356
"scnn1a_tg3",105.3546525928,127.9944836872,0.823118696664081
"scnn1a_tg3",74.6220748572,107.9363877176,0.691352345906164
"scnn1a_tg3",69.5579021124,102.0778349344,0.681420233463035
"scnn1a_tg3",70.8487696748,113.7452917484,0.622872108249673
"scnn1a_tg3",77.8988925156,99.9925873336,0.779046673286991
"scnn1a_tg3",82.3672802316,102.6736199632,0.802224371373308
"scnn1a_tg3",64.3447831104,88.5237255292,0.726864834548514
"scnn1a_tg3",89.6656468344,131.817437622,0.680225988700565
"scnn1a_tg3",81.8707927076,107.1420076792,0.764133456904541
"scnn1a_tg3",74.9199673716,97.311554704,0.769897959183673
"scnn1a_tg3",79.4876525924,106.0497351264,0.749531835205993
"scnn1a_tg3",71.8417447228,114.8872130536,0.625324114088159
"scnn1a_tg3",89.9635393488,123.625393476,0.727710843373494
"scnn1a_tg3",72.487178504,100.6876698672,0.719921104536489
"scnn1a_tg3",75.3171573908,96.9143646848,0.777151639344262
"scnn1a_tg3",67.7208982736,117.667543188,0.575527426160338
"scnn1a_tg3",68.0684395404,92.6942207308,0.734333154793787
"scnn1a_tg3",97.2619059516,102.9715124776,0.944551591128255
"scnn1a_tg3",75.8632936672,92.6445719784,0.818863879957128
"scnn1a_tg3",76.1611861816,101.5813474104,0.749755620723363
"scnn1a_tg3",68.515278312,102.7232687156,0.666988883518608
"scnn1a_tg3",80.7288714024,110.8656641092,0.728168383340797
"scnn1a_tg3",81.5729001932,106.4469251456,0.766324626865672
"scnn1a_tg3",75.0689136288,110.9153128616,0.676812891674127
"scnn1a_tg3",67.1251132448,91.3040556636,0.735182164219685
"scnn1a_tg3",82.7148214984,109.7733915564,0.753505201266395
"scnn1a_tg3",71.0473646844,104.510623802,0.679809976247031
"scnn1a_tg3",81.8707927076,102.0778349344,0.80204280155642
"scnn1a_tg3",74.5724261048,104.6595700592,0.712523719165085
"scnn1a_tg3",84.4525278324,119.4548982744,0.706982543640898
"scnn1a_tg3",79.3883550876,99.6450460668,0.796711509715994
"scnn1a_tg3",82.2679827268,113.943886758,0.722004357298475
"scnn1a_tg3",82.3176314792,111.6600441476,0.737216540684749
"scnn1a_tg3",82.7148214984,105.9504376216,0.780693533270853
"scnn1a_tg3",77.6010000012,97.1129596944,0.799079754601227
"scnn1a_tg3",79.8848426116,102.772917468,0.777294685990338
"scnn1a_tg3",72.1892859896,93.6375470264,0.770943796394486
"scnn1a_tg3",82.5162264888,113.5963454912,0.726398601398601
"scnn1a_tg3",73.480153552,97.0136621896,0.757420675537359
"scnn1a_tg3",83.6084990416,106.2979788884,0.78654834189631
"scnn1a_tg3",90.5593243776,111.6103953952,0.811387900355872
"scnn1a_tg3",77.2534587344,88.2258330148,0.875633089476646
"scnn1a_tg3",82.3672802316,107.241305184,0.768055555555556
"scnn1a_tg3",92.594923226,122.9799596948,0.752926927735163
"scnn1a_tg3",82.4665777364,109.723742804,0.75158371040724
"scnn1a_tg3",70.7991209224,106.248330136,0.666355140186916
"scnn1a_tg3",92.8928157404,145.3715470272,0.639002732240437
"scnn1a_tg3",84.154635318,115.681593092,0.727467811158798
"scnn1a_tg3",88.12653551,119.15700576,0.739583333333333
"scnn1a_tg3",64.5930268724,95.2263071032,0.678310740354536
"scnn1a_tg3",87.0342629572,123.0792571996,0.707139975796692
"scnn1a_tg3",71.6927984656,100.4394261052,0.713791398912506
