"nuc_id","n_area","soma_id","s_area","locX","locY","nuc_soma_ratio"
1,1774,2,2459,4513.66653111021,2545.05896705978,0.721431476209841
2,1394,3,1872,4238.87393162393,2582.41239316239,0.74465811965812
3,1530,4,1912,4441.22646443515,2639.63755230126,0.800209205020921
4,1808,5,2345,4582.67206823028,2642.96545842217,0.771002132196162
5,1612,6,2276,4022.51493848858,2657.34841827768,0.708260105448155
6,1685,8,2332,4021.41380789022,2736.47469982847,0.722555746140652
7,1532,7,2168,4349.19557195572,2735.34640221402,0.706642066420664
8,1614,9,2094,4387.14135625597,2764.12273161414,0.770773638968481
9,1554,11,1993,4080.75413948821,2827.95785248369,0.779729051680883
10,1491,15,1888,4225.00741525424,2887.03654661017,0.789724576271186
11,1739,17,2199,4112.65802637563,2930.89358799454,0.79081400636653
12,1722,18,2206,3804.56980961015,2948.80326382593,0.780598368087035
13,1681,19,2362,3740.07027942422,2969.08848433531,0.711685012701101
14,1450,20,2035,3936.05012285012,3014.11842751843,0.712530712530713
15,1598,21,2139,3822.46283309958,3015.44600280505,0.747078073866293
16,1534,22,2045,3892.14034229829,3023.81075794621,0.750122249388753
17,1619,23,2182,3574.08295142071,3031.26351970669,0.741979835013749
18,2014,24,2897,4326.18225750777,3027.89023127373,0.695201933034173
19,1540,25,1920,3485.1296875,3059.10572916667,0.802083333333333
20,1713,26,2305,3781.70629067245,3067.56616052061,0.743167028199566
21,1846,27,2388,3939.70393634841,3101.15368509213,0.773031825795645
22,1505,28,2228,3269.00583482944,3118.60098743268,0.675493716337522
23,1654,29,2158,3632.16635773865,3132.76274328082,0.766450417052827
24,1515,30,1673,3491.77943813509,3146.53676031082,0.905558876270173
25,1322,31,1746,2912.25085910653,3151.40378006873,0.757159221076747
26,1633,32,2073,3689.30342498794,3154.27785817656,0.787747226242161
27,1619,33,2016,3454.9181547619,3162.12748015873,0.803075396825397
28,1400,35,1909,3272.86013619696,3186.27448926139,0.733368255631221
29,1724,36,2507,3436.23015556442,3204.33546071001,0.687674511368169
30,1640,37,2231,3569.11653966831,3224.45047064097,0.735096369341103
31,1432,38,1971,3224.53018772197,3231.23541349569,0.726534753932014
32,1360,39,1839,3209.09407286569,3274.40783034258,0.739532354540511
33,1264,41,2183,3094.37975263399,3294.60513055428,0.579019697663765
34,1317,40,1680,2945.17023809524,3292.98452380952,0.783928571428571
35,1764,42,2260,3451.88053097345,3296.53982300885,0.780530973451327
36,1529,43,1899,2848.00631911532,3315.43391258557,0.805160610847815
37,1496,44,2078,2728.72425409047,3367.40712223292,0.719923002887392
38,1516,45,2017,3057.4298463064,3380.31829449678,0.751611303916708
39,1384,46,2164,2458.82670979667,3385.68345656192,0.639556377079482
40,1545,48,2044,2511.03473581213,3409.53033268102,0.75587084148728
41,1575,49,2144,2860.33208955224,3411.39225746269,0.734608208955224
42,1393,50,1623,3055.69069624153,3430.74861367837,0.858287122612446
43,1477,52,2280,3021.06842105263,3480.75219298246,0.64780701754386
44,1468,51,1864,2519.63787553648,3479.20708154506,0.78755364806867
45,1773,56,2055,2628.93722627737,3509.40486618005,0.862773722627737
46,1513,55,2145,2799.85594405594,3508.33752913753,0.705361305361305
47,1481,57,2111,2732.18474656561,3514.16674561819,0.701563240170535
48,1787,58,2354,2926.11002548853,3525.82115548003,0.759133389974512
49,1362,59,1881,2849.5475810739,3531.08346624136,0.72408293460925
50,1265,60,1608,2003.38805970149,3549.42226368159,0.786691542288557
51,1616,61,2415,2800.16894409938,3568.26252587992,0.669151138716356
52,2122,62,2578,3277.9918541505,3580.05546935609,0.823118696664081
53,1503,63,2174,2847.10349586017,3633.0620975161,0.691352345906164
54,1401,64,2056,1792.99513618677,3667.79912451362,0.681420233463035
55,1427,65,2291,2533.71933653426,3671.03579223047,0.622872108249673
56,1569,66,2014,2679.99751737835,3680.50446871897,0.779046673286991
57,1659,68,2068,2571.41150870406,3695.6165377176,0.802224371373308
58,1296,67,1783,1988.04374649467,3691.62759394279,0.726864834548514
59,1806,69,2655,2433.18154425612,3708.24369114878,0.680225988700565
60,1649,70,2158,2488.90361445783,3748.94578313253,0.764133456904541
61,1509,71,1960,2096.3862244898,3759.41173469388,0.769897959183673
62,1601,72,2136,1974.03698501873,3765.94756554307,0.749531835205993
63,1447,74,2314,2411.82541054451,3827.53846153846,0.625324114088159
64,1812,75,2490,2149.72048192771,3845.46465863454,0.727710843373494
65,1460,76,2028,2349.35157790927,3852.75591715976,0.719921104536489
66,1517,77,1952,1713.29303278689,3860.32581967213,0.777151639344262
67,1364,78,2370,2231.87805907173,3856.56286919831,0.575527426160338
68,1371,80,1867,1852.67487948581,3865.05838243171,0.734333154793787
69,1959,79,2074,2067.1012536162,3864.93683702989,0.944551591128255
70,1528,81,1866,2013.16077170418,3874.71382636656,0.818863879957128
71,1534,84,2046,1325.99951124145,3917.90322580645,0.749755620723363
72,1380,82,2069,1603.57032382794,3917.05848235863,0.666988883518608
73,1626,83,2233,1958.57590685177,3915.49932825795,0.728168383340797
74,1643,85,2144,1560.1786380597,3933.20055970149,0.766324626865672
75,1512,86,2234,1803.45478961504,3932.38227394808,0.676812891674127
76,1352,87,1839,1865.8075040783,3956.71288743883,0.735182164219685
77,1666,89,2211,1234.84170058797,3986.02713704206,0.753505201266395
78,1431,90,2105,1375.00427553444,4006.20237529691,0.679809976247031
79,1649,91,2056,1469.17217898833,4029.50924124514,0.80204280155642
80,1502,93,2108,1702.48244781784,4048.66935483871,0.712523719165085
81,1701,94,2406,1595.29093931837,4087.21280133001,0.706982543640898
82,1599,95,2007,1680.22670652715,4112.92874937718,0.796711509715994
83,1657,97,2295,1469.24836601307,4114.97647058824,0.722004357298475
84,1658,99,2249,1402.50955980436,4185.23743886172,0.737216540684749
85,1666,100,2134,1630.20477975633,4201.393158388,0.780693533270853
86,1563,101,1956,1342.96319018405,4207.28680981595,0.799079754601227
87,1609,103,2070,896.602898550725,4215.18743961353,0.777294685990338
88,1454,104,1886,1138.88335100742,4215.95811240721,0.770943796394486
89,1662,102,2288,1766.13592657343,4209.15384615385,0.726398601398601
90,1480,106,1954,1081.87308085977,4245.55731832139,0.757420675537359
91,1684,107,2141,744.20037365717,4253.17234936945,0.78654834189631
92,1824,108,2248,1524.86209964413,4262.2584519573,0.811387900355872
93,1556,110,1777,1136.60720315138,4289.74732695554,0.875633089476646
94,1659,111,2160,1483.09675925926,4303.30509259259,0.768055555555556
95,1865,112,2477,1214.890997174,4334.68631408962,0.752926927735163
96,1661,113,2210,1149.41447963801,4361.8185520362,0.75158371040724
97,1426,114,2140,1063.7691588785,4366.1761682243,0.666355140186916
98,1871,116,2928,1362.3087431694,4407.61885245902,0.639002732240437
99,1695,117,2330,1505.73690987124,4416.54077253219,0.727467811158798
100,1775,121,2400,974.550416666667,4474.31083333333,0.739583333333333
101,1301,120,1918,858.289885297185,4473.67883211679,0.678310740354536
102,1753,122,2479,1246.07260992336,4476.21782977007,0.707139975796692
103,1444,123,2023,946.963420662383,4536.17103311913,0.713791398912506
